"","kingdom_name","phylum_name","class_name","order_name","family_name","genus_name","species_name","kingdom_txid","phylum_txid","class_txid","order_txid","family_txid","genus_txid","species_txid"
"s__Catenibacterium_mitsuokai","k__Bacteria","p__Firmicutes","c__Erysipelotrichia","o__Erysipelotrichales","f__Erysipelotrichaceae","g__Catenibacterium","s__Catenibacterium_mitsuokai","2","1239","526524","526525","128827","135858","100886"
"s__Streptococcus_phage_EJ_1","k__Viruses","p__Viruses_unclassified","c__Viruses_unclassified","o__Caudovirales","f__Myoviridae","g__Myoviridae_unclassified","s__Streptococcus_phage_EJ_1","10239","","","28883","10662","","12402"
"s__Clostridiales_bacterium_CHKCI006","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Clostridiales_unclassified","g__Clostridiales_unclassified","s__Clostridiales_bacterium_CHKCI006","2","1239","186801","186802","","","1780379"
"s__Leuconostoc_citreum","k__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Leuconostocaceae","g__Leuconostoc","s__Leuconostoc_citreum","2","1239","91061","186826","81850","1243","33964"
"s__Clostridium_sp_CAG_533","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Clostridiaceae","g__Clostridium","s__Clostridium_sp_CAG_533","2","1239","186801","186802","31979","1485","1262818"
"s__Anaerotruncus_sp_CAG_390","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Anaerotruncus","s__Anaerotruncus_sp_CAG_390","2","1239","186801","186802","541000","244127","1262703"
"s__Enterococcus_phage_phiEf11","k__Viruses","p__Viruses_unclassified","c__Viruses_unclassified","o__Caudovirales","f__Siphoviridae","g__Siphoviridae_unclassified","s__Enterococcus_phage_phiEf11","10239","","","28883","10699","","663241"
"s__Yersinia_phage_PY100","k__Viruses","p__Viruses_unclassified","c__Viruses_unclassified","o__Caudovirales","f__Myoviridae","g__Myoviridae_unclassified","s__Yersinia_phage_PY100","10239","","","28883","10662","","342373"
"s__Leuconostoc_carnosum","k__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Leuconostocaceae","g__Leuconostoc","s__Leuconostoc_carnosum","2","1239","91061","186826","81850","1243","1252"
"s__Lactobacillus_phage_Lv_1","k__Viruses","p__Viruses_unclassified","c__Viruses_unclassified","o__Caudovirales","f__Siphoviridae","g__Siphoviridae_unclassified","s__Lactobacillus_phage_Lv_1","10239","","","28883","10699","","578234"
"s__Oscillibacter_sp_PC13","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Oscillospiraceae","g__Oscillibacter","s__Oscillibacter_sp_PC13","2","1239","186801","186802","216572","459786","1855299"
"s__Flavonifractor_sp_An100","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Flavonifractor","s__Flavonifractor_sp_An100","2","1239","186801","186802","541000","946234","1965538"
"s__Enterobacteria_phage_IME10","k__Viruses","p__Viruses_unclassified","c__Viruses_unclassified","o__Caudovirales","f__Podoviridae","g__P22virus","s__Enterobacteria_phage_IME10","10239","","","28883","10744","186794","1090133"
"s__Salmonella_virus_HK620","k__Viruses","p__Viruses_unclassified","c__Viruses_unclassified","o__Caudovirales","f__Podoviridae","g__P22virus","s__Salmonella_virus_HK620","10239","","","28883","10744","186794","155148"
"s__Methanobrevibacter_oralis","k__Archaea","p__Euryarchaeota","c__Methanobacteria","o__Methanobacteriales","f__Methanobacteriaceae","g__Methanobrevibacter","s__Methanobrevibacter_oralis","2157","28890","183925","2158","2159","2172","66851"
"s__Victivallis_vadensis","k__Bacteria","p__Lentisphaerae","c__Lentisphaeria","o__Victivallales","f__Victivallaceae","g__Victivallis","s__Victivallis_vadensis","2","256845","1313211","278082","255528","172900","172901"
"s__Parabacteroides_gordonii","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Tannerellaceae","g__Parabacteroides","s__Parabacteroides_gordonii","2","976","200643","171549","2005525","375288","574930"
"s__Lentisphaerae_bacterium","k__Bacteria","p__Lentisphaerae","c__Lentisphaerae_unclassified","o__Lentisphaerae_unclassified","f__Lentisphaerae_unclassified","g__Lentisphaerae_unclassified","s__Lentisphaerae_bacterium","2","256845","","","","","1932692"
"s__Clostridium_sp_CAG_448","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Clostridiaceae","g__Clostridium","s__Clostridium_sp_CAG_448","2","1239","186801","186802","31979","1485","1262808"
"s__Lactobacillus_phage_JCL1032","k__Viruses","p__Viruses_unclassified","c__Viruses_unclassified","o__Caudovirales","f__Siphoviridae","g__Siphoviridae_unclassified","s__Lactobacillus_phage_JCL1032","10239","","","28883","10699","","37105"
"s__Actinomyces_cardiffensis","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","f__Actinomycetaceae","g__Actinomyces","s__Actinomyces_cardiffensis","2","201174","1760","2037","2049","1654","181487"
"s__Clostridium_sp_CAG_288","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Clostridiaceae","g__Clostridium","s__Clostridium_sp_CAG_288","2","1239","186801","186802","31979","1485","1262791"
"s__Actinomyces_sp_oral_taxon_897","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","f__Actinomycetaceae","g__Actinomyces","s__Actinomyces_sp_oral_taxon_897","2","201174","1760","2037","2049","1654","2081702"
"s__Megasphaera_hexanoica","k__Bacteria","p__Firmicutes","c__Negativicutes","o__Veillonellales","f__Veillonellaceae","g__Megasphaera","s__Megasphaera_hexanoica","2","1239","909932","1843489","31977","906","1675036"
"s__Weissella_koreensis","k__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Leuconostocaceae","g__Weissella","s__Weissella_koreensis","2","1239","91061","186826","81850","46255","165096"
"s__Lactobacillus_helveticus","k__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","g__Lactobacillus","s__Lactobacillus_helveticus","2","1239","91061","186826","33958","1578","1587"
"s__Lactobacillus_prophage_Lj771","k__Viruses","p__Viruses_unclassified","c__Viruses_unclassified","o__Caudovirales","f__Myoviridae","g__Myoviridae_unclassified","s__Lactobacillus_prophage_Lj771","10239","","","28883","10662","","139871"
"s__Clostridium_sp_CAG_349","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Clostridiaceae","g__Clostridium","s__Clostridium_sp_CAG_349","2","1239","186801","186802","31979","1485","1262797"
"s__Firmicutes_bacterium_CAG_475","k__Bacteria","p__Firmicutes","c__Firmicutes_unclassified","o__Firmicutes_unclassified","f__Firmicutes_unclassified","g__Firmicutes_unclassified","s__Firmicutes_bacterium_CAG_475","2","1239","","","","","1263026"
"s__Firmicutes_bacterium_CAG_449","k__Bacteria","p__Firmicutes","c__Firmicutes_unclassified","o__Firmicutes_unclassified","f__Firmicutes_unclassified","g__Firmicutes_unclassified","s__Firmicutes_bacterium_CAG_449","2","1239","","","","","1263023"
"s__Ruminococcus_sp_CAG_724","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Ruminococcus","s__Ruminococcus_sp_CAG_724","2","1239","186801","186802","541000","1263","1262966"
"s__Clostridium_sp_CAG_678","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Clostridiaceae","g__Clostridium","s__Clostridium_sp_CAG_678","2","1239","186801","186802","31979","1485","1262831"
"s__Citrobacter_freundii","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Citrobacter","s__Citrobacter_freundii","2","1224","1236","91347","543","544","546"
"s__Haemophilus_virus_HP1","k__Viruses","p__Viruses_unclassified","c__Viruses_unclassified","o__Caudovirales","f__Myoviridae","g__Hp1virus","s__Haemophilus_virus_HP1","10239","","","28883","10662","1196844","10690"
"s__Pediococcus_argentinicus","k__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","g__Pediococcus","s__Pediococcus_argentinicus","2","1239","91061","186826","33958","1253","480391"
"s__Escherichia_phage_HK639","k__Viruses","p__Viruses_unclassified","c__Viruses_unclassified","o__Caudovirales","f__Siphoviridae","g__Siphoviridae_unclassified","s__Escherichia_phage_HK639","10239","","","28883","10699","","906669"
"s__Streptococcus_virus_DT1","k__Viruses","p__Viruses_unclassified","c__Viruses_unclassified","o__Caudovirales","f__Siphoviridae","g__Sfi21dt1virus","s__Streptococcus_virus_DT1","10239","","","28883","10699","1623304","90410"
"s__Lactobacillus_rogosae","k__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","g__Lactobacillus","s__Lactobacillus_rogosae","2","1239","91061","186826","33958","1578","706562"
"s__Butyrivibrio_crossotus","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Butyrivibrio","s__Butyrivibrio_crossotus","2","1239","186801","186802","186803","830","45851"
"s__Prevotella_sp_CAG_604","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Prevotella","s__Prevotella_sp_CAG_604","2","976","200643","171549","171552","838","1262932"
"s__Methanosphaera_stadtmanae","k__Archaea","p__Euryarchaeota","c__Methanobacteria","o__Methanobacteriales","f__Methanobacteriaceae","g__Methanosphaera","s__Methanosphaera_stadtmanae","2157","28890","183925","2158","2159","2316","2317"
"s__Ruminococcus_sp_CAG_382","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Ruminococcus","s__Ruminococcus_sp_CAG_382","2","1239","186801","186802","541000","1263","1262957"
"s__Corynebacterium_genitalium","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Corynebacteriales","f__Corynebacteriaceae","g__Corynebacterium","s__Corynebacterium_genitalium","2","201174","1760","85007","1653","1716","38288"
"s__Clostridium_sp_CAG_524","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Clostridiaceae","g__Clostridium","s__Clostridium_sp_CAG_524","2","1239","186801","186802","31979","1485","1262817"
"s__Lactobacillus_phage_Lc_Nu","k__Viruses","p__Viruses_unclassified","c__Viruses_unclassified","o__Caudovirales","f__Siphoviridae","g__Siphoviridae_unclassified","s__Lactobacillus_phage_Lc_Nu","10239","","","28883","10699","","146269"
"s__Klebsiella_aerogenes","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Klebsiella","s__Klebsiella_aerogenes","2","1224","1236","91347","543","570","548"
"s__Campylobacter_coli","k__Bacteria","p__Proteobacteria","c__Epsilonproteobacteria","o__Campylobacterales","f__Campylobacteraceae","g__Campylobacter","s__Campylobacter_coli","2","1224","29547","213849","72294","194","195"
"s__Campylobacter_jejuni","k__Bacteria","p__Proteobacteria","c__Epsilonproteobacteria","o__Campylobacterales","f__Campylobacteraceae","g__Campylobacter","s__Campylobacter_jejuni","2","1224","29547","213849","72294","194","197"
"s__Lactobacillus_algidus","k__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","g__Lactobacillus","s__Lactobacillus_algidus","2","1239","91061","186826","33958","1578","105612"
"s__Streptococcus_phage_TP_778L","k__Viruses","p__Viruses_unclassified","c__Viruses_unclassified","o__Caudovirales","f__Siphoviridae","g__Sfi11virus","s__Streptococcus_phage_TP_778L","10239","","","28883","10699","1623303","1385385"
"s__Clostridium_sp_7_2_43FAA","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Clostridiaceae","g__Clostridium","s__Clostridium_sp_7_2_43FAA","2","1239","186801","186802","31979","1485","457396"
"s__Alistipes_sp_CAG_268","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Rikenellaceae","g__Alistipes","s__Alistipes_sp_CAG_268","2","976","200643","171549","171550","239759","1262693"
"s__Lactococcus_phage_BM13","k__Viruses","p__Viruses_unclassified","c__Viruses_unclassified","o__Caudovirales","f__Siphoviridae","g__Siphoviridae_unclassified","s__Lactococcus_phage_BM13","10239","","","28883","10699","","1229751"
"s__Bacteroides_stercorirosoris","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__Bacteroides_stercorirosoris","2","976","200643","171549","815","816","871324"
"s__Candidatus_Methanomassiliicoccus_intestinalis","k__Archaea","p__Euryarchaeota","c__Thermoplasmata","o__Methanomassiliicoccales","f__Methanomassiliicoccaceae","g__Methanomassiliicoccus","s__Candidatus_Methanomassiliicoccus_intestinalis","2157","28890","183967","1235850","1577788","1080709","1406512"
"s__Corynebacterium_argentoratense","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Corynebacteriales","f__Corynebacteriaceae","g__Corynebacterium","s__Corynebacterium_argentoratense","2","201174","1760","85007","1653","1716","42817"
"s__Streptococcus_pyogenes_phage_H10403","k__Viruses","p__Viruses_unclassified","c__Viruses_unclassified","o__Viruses_unclassified","f__Viruses_unclassified","g__Viruses_unclassified","s__Streptococcus_pyogenes_phage_H10403","10239","","","","","","86065"
"s__Desulfovibrio_sp_AM18_2","k__Bacteria","p__Proteobacteria","c__Deltaproteobacteria","o__Desulfovibrionales","f__Desulfovibrionaceae","g__Desulfovibrio","s__Desulfovibrio_sp_AM18_2","2","1224","28221","213115","194924","872","2292040"
"s__Lactococcus_phage_1706","k__Viruses","p__Viruses_unclassified","c__Viruses_unclassified","o__Caudovirales","f__Siphoviridae","g__Siphoviridae_unclassified","s__Lactococcus_phage_1706","10239","","","28883","10699","","475178"
"s__Gemmiger_sp_An120","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Gemmiger","s__Gemmiger_sp_An120","2","1239","186801","186802","541000","204475","1965549"
"s__Porcine_type_C_oncovirus","k__Viruses","p__Viruses_unclassified","c__Viruses_unclassified","o__Ortervirales","f__Retroviridae","g__Gammaretrovirus","s__Porcine_type_C_oncovirus","10239","","","2169561","11632","153135","369960"
"s__Olsenella_uli","k__Bacteria","p__Actinobacteria","c__Coriobacteriia","o__Coriobacteriales","f__Atopobiaceae","g__Olsenella","s__Olsenella_uli","2","201174","84998","84999","1643824","133925","133926"
"s__Candidatus_Melainabacteria_bacterium_35_41","k__Bacteria","p__Candidatus_Melainabacteria","c__Candidatus_Melainabacteria_unclassified","o__Candidatus_Melainabacteria_unclassified","f__Candidatus_Melainabacteria_unclassified","g__Candidatus_Melainabacteria_unclassified","s__Candidatus_Melainabacteria_bacterium_35_41","2","1798710","","","","","1897008"
"s__Lactobacillus_animalis","k__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","g__Lactobacillus","s__Lactobacillus_animalis","2","1239","91061","186826","33958","1578","1605"
"s__Bacteroides_sp_CAG_462","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__Bacteroides_sp_CAG_462","2","976","200643","171549","815","816","1262740"
"s__Megasphaera_micronuciformis","k__Bacteria","p__Firmicutes","c__Negativicutes","o__Veillonellales","f__Veillonellaceae","g__Megasphaera","s__Megasphaera_micronuciformis","2","1239","909932","1843489","31977","906","187326"
"s__Citrobacter_koseri","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Citrobacter","s__Citrobacter_koseri","2","1224","1236","91347","543","544","545"
"s__Prevotella_salivae","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Prevotella","s__Prevotella_salivae","2","976","200643","171549","171552","838","228604"
"s__Lactococcus_piscium","k__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Lactococcus","s__Lactococcus_piscium","2","1239","91061","186826","1300","1357","1364"
"s__Propionibacterium_acidifaciens","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Propionibacteriales","f__Propionibacteriaceae","g__Propionibacterium","s__Propionibacterium_acidifaciens","2","201174","1760","85009","31957","1743","556499"
"s__Ruminococcus_champanellensis","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Ruminococcus","s__Ruminococcus_champanellensis","2","1239","186801","186802","541000","1263","1161942"
"s__Candidatus_Gastranaerophilales_bacterium","k__Bacteria","p__Candidatus_Melainabacteria","c__Candidatus_Melainabacteria_unclassified","o__Candidatus_Gastranaerophilales","f__Candidatus_Gastranaerophilales_unclassified","g__Candidatus_Gastranaerophilales_unclassified","s__Candidatus_Gastranaerophilales_bacterium","2","1798710","","1906119","","","2137880"
"s__Prevotella_buccae","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Prevotella","s__Prevotella_buccae","2","976","200643","171549","171552","838","28126"
"s__Acidaminococcus_fermentans","k__Bacteria","p__Firmicutes","c__Negativicutes","o__Acidaminococcales","f__Acidaminococcaceae","g__Acidaminococcus","s__Acidaminococcus_fermentans","2","1239","909932","1843488","909930","904","905"
"s__Collinsella_sp_An268","k__Bacteria","p__Actinobacteria","c__Coriobacteriia","o__Coriobacteriales","f__Coriobacteriaceae","g__Collinsella","s__Collinsella_sp_An268","2","201174","84998","84999","84107","102106","1965612"
"s__Dorea_sp_D27","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Dorea","s__Dorea_sp_D27","2","1239","186801","186802","186803","189330","658665"
"s__Peptostreptococcus_sp_MV1","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Peptostreptococcaceae","g__Peptostreptococcus","s__Peptostreptococcus_sp_MV1","2","1239","186801","186802","186804","1257","1219626"
"s__Bacteroides_coagulans","k__Bacteria","p__Firmicutes","c__Tissierellia","o__Tissierellia_unclassified","f__Tissierellia_unclassified","g__Tissierellia_unclassified","s__Bacteroides_coagulans","2","1239","1737404","","","","46507"
"s__Atopobium_deltae","k__Bacteria","p__Actinobacteria","c__Coriobacteriia","o__Coriobacteriales","f__Atopobiaceae","g__Atopobium","s__Atopobium_deltae","2","201174","84998","84999","1643824","1380","1393034"
"s__Bifidobacterium_ruminantium","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Bifidobacteriales","f__Bifidobacteriaceae","g__Bifidobacterium","s__Bifidobacterium_ruminantium","2","201174","1760","85004","31953","1678","78346"
"s__Mitsuokella_multacida","k__Bacteria","p__Firmicutes","c__Negativicutes","o__Selenomonadales","f__Selenomonadaceae","g__Mitsuokella","s__Mitsuokella_multacida","2","1239","909932","909929","1843491","52225","52226"
"s__Ruminococcus_sp_CAG_579","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Ruminococcus","s__Ruminococcus_sp_CAG_579","2","1239","186801","186802","541000","1263","1262963"
"s__Acidaminococcus_sp_CAG_542","k__Bacteria","p__Firmicutes","c__Negativicutes","o__Acidaminococcales","f__Acidaminococcaceae","g__Acidaminococcus","s__Acidaminococcus_sp_CAG_542","2","1239","909932","1843488","909930","904","1262687"
"s__Lactobacillus_phage_LF1","k__Viruses","p__Viruses_unclassified","c__Viruses_unclassified","o__Caudovirales","f__Siphoviridae","g__Siphoviridae_unclassified","s__Lactobacillus_phage_LF1","10239","","","28883","10699","","947980"
"s__Lactobacillus_mucosae","k__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","g__Lactobacillus","s__Lactobacillus_mucosae","2","1239","91061","186826","33958","1578","97478"
"s__Pseudoramibacter_alactolyticus","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Eubacteriaceae","g__Pseudoramibacter","s__Pseudoramibacter_alactolyticus","2","1239","186801","186802","186806","113286","113287"
"s__Olsenella_sp_KH3B4","k__Bacteria","p__Actinobacteria","c__Coriobacteriia","o__Coriobacteriales","f__Atopobiaceae","g__Olsenella","s__Olsenella_sp_KH3B4","2","201174","84998","84999","1643824","133925","1855394"
"s__Streptococcus_phage_Dp_1","k__Viruses","p__Viruses_unclassified","c__Viruses_unclassified","o__Caudovirales","f__Siphoviridae","g__Siphoviridae_unclassified","s__Streptococcus_phage_Dp_1","10239","","","28883","10699","","59241"
"s__Bacteroides_sp_CAG_754","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__Bacteroides_sp_CAG_754","2","976","200643","171549","815","816","1262750"
"s__Salmonella_virus_PsP3","k__Viruses","p__Viruses_unclassified","c__Viruses_unclassified","o__Caudovirales","f__Myoviridae","g__P2virus","s__Salmonella_virus_PsP3","10239","","","28883","10662","140410","12407"
"s__Bacteroides_fluxus","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__Bacteroides_fluxus","2","976","200643","171549","815","816","626930"
"s__Oribacterium_sinus","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Oribacterium","s__Oribacterium_sinus","2","1239","186801","186802","186803","265975","237576"
"s__Gemella_haemolysans","k__Bacteria","p__Firmicutes","c__Bacilli","o__Bacillales","f__Bacillales_unclassified","g__Gemella","s__Gemella_haemolysans","2","1239","91061","1385","","1378","1379"
"s__Weissella_viridescens","k__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Leuconostocaceae","g__Weissella","s__Weissella_viridescens","2","1239","91061","186826","81850","46255","1629"
"s__Streptococcus_phage_phiNJ2","k__Viruses","p__Viruses_unclassified","c__Viruses_unclassified","o__Caudovirales","f__Siphoviridae","g__Siphoviridae_unclassified","s__Streptococcus_phage_phiNJ2","10239","","","28883","10699","","1239381"
"s__Streptococcus_sobrinus","k__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__Streptococcus_sobrinus","2","1239","91061","186826","1300","1301","1310"
"s__Turicimonas_muris","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Sutterellaceae","g__Turicimonas","s__Turicimonas_muris","2","1224","28216","80840","995019","1918598","1796652"
"s__Lactococcus_phage_jm2","k__Viruses","p__Viruses_unclassified","c__Viruses_unclassified","o__Caudovirales","f__Siphoviridae","g__Sk1virus","s__Lactococcus_phage_jm2","10239","","","28883","10699","1623305","1262535"
"s__Corynebacterium_amycolatum","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Corynebacteriales","f__Corynebacteriaceae","g__Corynebacterium","s__Corynebacterium_amycolatum","2","201174","1760","85007","1653","1716","43765"
"s__Streptococcus_peroris","k__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__Streptococcus_peroris","2","1239","91061","186826","1300","1301","68891"
"s__Kocuria_varians","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Micrococcales","f__Micrococcaceae","g__Kocuria","s__Kocuria_varians","2","201174","1760","85006","1268","57493","1272"
"s__Raoultella_planticola","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Raoultella","s__Raoultella_planticola","2","1224","1236","91347","543","160674","575"
"s__Streptococcus_infantarius","k__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__Streptococcus_infantarius","2","1239","91061","186826","1300","1301","102684"
"s__Cronobacter_sakazakii","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Cronobacter","s__Cronobacter_sakazakii","2","1224","1236","91347","543","413496","28141"
"s__Megamonas_rupellensis","k__Bacteria","p__Firmicutes","c__Negativicutes","o__Selenomonadales","f__Selenomonadaceae","g__Megamonas","s__Megamonas_rupellensis","2","1239","909932","909929","1843491","158846","491921"
"s__Enterococcus_durans","k__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Enterococcaceae","g__Enterococcus","s__Enterococcus_durans","2","1239","91061","186826","81852","1350","53345"
"s__Adoxophyes_orana_granulovirus","k__Viruses","p__Viruses_unclassified","c__Viruses_unclassified","o__Viruses_unclassified","f__Baculoviridae","g__Betabaculovirus","s__Adoxophyes_orana_granulovirus","10239","","","","10442","558017","170617"
"s__Cloacibacillus_evryensis","k__Bacteria","p__Synergistetes","c__Synergistia","o__Synergistales","f__Synergistaceae","g__Cloacibacillus","s__Cloacibacillus_evryensis","2","508458","649775","649776","649777","508459","508460"
"s__Cyprinid_herpesvirus_3","k__Viruses","p__Viruses_unclassified","c__Viruses_unclassified","o__Herpesvirales","f__Alloherpesviridae","g__Cyprinivirus","s__Cyprinid_herpesvirus_3","10239","","","548681","548682","692606","180230"
"s__Alistipes_sp_58_9_plus","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Rikenellaceae","g__Alistipes","s__Alistipes_sp_58_9_plus","2","976","200643","171549","171550","239759","1896970"
"s__Carnobacterium_divergens","k__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Carnobacteriaceae","g__Carnobacterium","s__Carnobacterium_divergens","2","1239","91061","186826","186828","2747","2748"
"s__Marvinbryantia_formatexigens","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Marvinbryantia","s__Marvinbryantia_formatexigens","2","1239","186801","186802","186803","248744","168384"
"s__Succinatimonas_sp_CAG_777","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Aeromonadales","f__Succinivibrionaceae","g__Succinatimonas","s__Succinatimonas_sp_CAG_777","2","1224","1236","135624","83763","674963","1262974"
"s__Hungatella_effluvii","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Clostridiaceae","g__Hungatella","s__Hungatella_effluvii","2","1239","186801","186802","31979","1649459","1096246"
"s__Alistipes_sp_An31A","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Rikenellaceae","g__Alistipes","s__Alistipes_sp_An31A","2","976","200643","171549","171550","239759","1965631"
"s__Coriobacteriales_bacterium_DNF00809","k__Bacteria","p__Actinobacteria","c__Coriobacteriia","o__Coriobacteriales","f__Coriobacteriales_unclassified","g__Coriobacteriales_unclassified","s__Coriobacteriales_bacterium_DNF00809","2","201174","84998","84999","","","1588753"
"s__Butyrivibrio_sp","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Butyrivibrio","s__Butyrivibrio_sp","2","1239","186801","186802","186803","830","28121"
"s__Sneathia_amnii","k__Bacteria","p__Fusobacteria","c__Fusobacteriia","o__Fusobacteriales","f__Leptotrichiaceae","g__Sneathia","s__Sneathia_amnii","2","32066","203490","203491","1129771","168808","187101"
"s__Clostridium_sp_CAG_632","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Clostridiaceae","g__Clostridium","s__Clostridium_sp_CAG_632","2","1239","186801","186802","31979","1485","1262830"
"s__Clostridium_sp_CAG_571","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Clostridiaceae","g__Clostridium","s__Clostridium_sp_CAG_571","2","1239","186801","186802","31979","1485","1262822"
"s__Eggerthella_sp_CAG_1427","k__Bacteria","p__Actinobacteria","c__Coriobacteriia","o__Eggerthellales","f__Eggerthellaceae","g__Eggerthella","s__Eggerthella_sp_CAG_1427","2","201174","84998","1643822","1643826","84111","1262874"
"s__Collinsella_massiliensis","k__Bacteria","p__Actinobacteria","c__Coriobacteriia","o__Coriobacteriales","f__Coriobacteriaceae","g__Enorma","s__Collinsella_massiliensis","2","201174","84998","84999","84107","1472762","1232426"
